week,sentiment_mean,sentiment_std,subjectivity_mean,subjectivity_std,counting
0000-00,0.0,0.0,0.0,0.0,12.0
2022-39,0.30512074815809587,1.0415027337034966,-0.055659623443435426,0.9859179766478924,74.0
2022-40,-0.07392492914220855,0.9409079715033923,-0.12573321220713266,0.9460343575091112,113.0
2022-41,0.04156556453808029,1.0119890031612406,-0.0901745331965066,0.8916294190250004,178.0
2022-42,0.04974696747482023,1.0489708809613572,-0.05997602383268455,0.9129411802574904,182.0
2022-43,0.17299742656234077,0.912141499457142,-0.049835435105105116,0.984265106922874,223.0
2022-44,-0.006158526779905114,1.0150505362502658,-0.11295158132724052,0.848472814979283,259.0
2022-45,0.06147097440842248,0.9353720006449927,0.03674441725921756,1.0384341606750584,227.0
2022-46,0.010569178992986157,0.936906111650525,-0.050946902954737756,0.875450118883166,253.0
2022-47,0.03963289174271158,0.8122144502241327,-0.08536473091717825,0.8546864949735695,135.0
2022-48,0.06187180983949482,0.9651253816751414,0.10089529764303695,1.0870202228427865,136.0
2022-49,0.037136543334838755,0.8644449421459329,-0.09204249269226382,0.9252093396566804,152.0
2022-50,-0.17388524989151027,0.941927247184822,-0.07312327207974903,0.9106553173157436,171.0
2022-51,-0.09024056043862763,0.9647141178898746,0.09253492151097617,1.088110480080933,199.0
2022-52,0.10906125804735547,1.0255706962917235,-0.06471762559781057,0.9922792005135361,100.0
2023-00,0.34608961108492,0.8325378585158292,-0.32704298952507943,0.4780991996120409,14.0
2023-01,0.047675649930764244,1.0570041665108505,0.09928732662126764,1.016162181116194,154.0
2023-02,-0.022275921878297814,0.8617158675656149,-0.11055968909604089,0.833848917010365,182.0
2023-03,0.03617369950494611,1.0249335489761817,-0.018340253537614447,0.971315399385552,173.0
2023-04,-0.22816858804229886,1.0184354391284416,-0.1458772523818306,0.9566797087864755,113.0
2023-05,0.0013749003683943544,0.9801801108535659,-0.04442153036007236,0.8770885743892115,121.0
2023-06,0.08256837706804301,0.9479752119794149,0.07709733868720882,1.1021955030430064,100.0
2023-07,-0.05429160520987056,0.7730082571527837,-0.028387981857594433,1.0040594264335063,102.0
2023-08,-0.05768529655791525,0.9986538781322168,-0.03787768751518333,0.9001324202398031,179.0
2023-09,-0.00289131598684384,0.9574014603882456,0.1944209636971504,1.192418110135034,168.0
2023-10,-0.11859452327758978,0.8982240689342273,0.0001998984455095075,0.9662869119665257,161.0
2023-11,0.13353462253438136,1.2193522697131274,-0.012182376139213138,0.9573443497721118,106.0
2023-12,-0.04099093764107904,0.8822703071927112,0.008871262116903174,0.9525707416325974,162.0
2023-13,-0.12994111413676346,0.9512267376529874,0.07228062346113838,1.0881669765259097,130.0
2023-14,0.163499633679138,0.6806504785951508,-0.0873952558280387,0.8201616623545807,88.0
2023-15,-0.07990294200317967,1.0265511857529537,0.09029210198773957,1.0027172432647602,108.0
2023-16,0.060335319160766114,0.9851562899324733,0.043642126440237766,1.0368560733619414,119.0
2023-17,0.08603440303582038,1.0200890131307996,0.11504719439048298,1.083589474920795,104.0
2023-18,0.06396462836978413,0.8556154879380475,-0.13252244385982853,0.7974393189170561,126.0
2023-19,0.01393715983079858,0.9406221450852214,-0.09278990573440982,0.7991189387969889,108.0
2023-20,0.13290060847746796,0.8797463540634735,-0.1651882190802976,0.7258949124915844,132.0
2023-21,0.011136746189566416,0.8836648542499017,0.00037061648177411934,0.9441290446533036,118.0
2023-22,0.29095939635874274,0.8540018458125593,0.313737388503542,1.3505873172144227,90.0
2023-23,-0.025129114573548075,0.9594537691269566,-0.07278415479468672,0.8908913527673669,124.0
2023-24,-0.05678208190843993,0.7217456438452301,-0.05793826838677989,0.931214336025125,81.0
2023-25,-0.14817765479367562,1.027256503132518,-0.11130330521823835,0.8695823730607639,190.0
2023-26,0.03275991105358613,0.8705495283000291,-0.050490056169414994,0.9612451006297246,83.0
2023-27,0.05428559271990203,1.2121552496318424,-0.25215012250870805,0.586417414389873,126.0
2023-28,0.018550216943783178,0.7999098685474278,0.028695112964919983,1.047399311706219,97.0
2023-29,-0.09076366313820292,0.9844785002353532,-0.0982409025225506,0.9400471632018732,142.0
2023-30,-0.10315442798374691,0.8505705406243117,0.18157580828248238,1.2730422496001537,144.0
2023-31,-0.04823669277335055,0.9194591512303328,-0.09073020780559514,0.9043813734373102,121.0
2023-32,-0.06120634437795209,0.936687481843404,-0.0163095281071496,0.8991910211896105,158.0
2023-33,-0.0632693515226507,0.8889909032548234,-0.18292639793893503,0.8084832858784495,156.0
2023-34,0.09678204378383365,0.8964472041614847,-0.11033878656113787,0.9149414720194919,129.0
2023-35,-0.03630246901226196,0.8693074892623941,0.010512374929611936,1.048710182475403,154.0
2023-36,0.19596655746978253,1.0645241716037308,-0.03309890666436574,0.8927184173545026,148.0
2023-37,0.01466835158087663,0.8965275890675343,-0.10644955826075554,0.9598372202869296,170.0
2023-38,0.06854161249033931,1.0159330130115973,-0.003141374994737189,1.0882840733952752,123.0
2023-39,0.1790403288482086,1.0505456051535669,0.054831564958231264,0.8963214527150194,106.0
2023-40,-0.055877864081527916,0.9936809418396989,0.12287516913937165,1.1124435994375237,96.0
2023-41,-0.11013179816024143,0.8359541143248387,-0.06198450666008555,1.221670205180619,101.0
2023-42,-0.031057874326821236,0.9136166746253864,-0.06711467440673906,0.9707895743474918,149.0
2023-43,0.07002475131423111,1.0220830495198867,-0.15025026921827417,0.8244185900539643,96.0
2023-44,0.32727547843207605,0.9881343566240121,0.3752723675136791,1.4022496871163252,133.0
2023-45,0.10218936956637062,0.9242523330405659,-0.12039677946092629,0.9405898292773491,88.0
2023-46,-0.05319294866380222,1.1277292937291625,-0.04473524444025323,0.9212299628250626,103.0
2023-47,-0.06770882961987895,0.9323050112097434,-0.02083515151533752,0.8444481405256828,106.0
2023-48,-0.09565820878718045,1.016978375577671,-0.0213235275031016,0.8751143786586144,202.0
2023-49,-0.11622435217077727,1.0853158640667873,0.12345103454287407,1.1192170638845511,186.0
2023-50,-0.13090145651821306,1.2510269021393825,0.25361626659091147,1.3072056394132279,86.0
2023-51,-0.14740958312919228,0.8770654306546696,-0.002259402622746039,0.9411294550074926,115.0
2023-52,0.08094833009743768,1.0823838342554206,-0.09485484951246148,0.7926753452025699,83.0
2024-01,0.074605443993419,0.9018437468207191,0.02032186396475795,1.0302761928851916,157.0
2024-02,-0.1629200238448473,1.04354238092598,0.03735127773572069,1.0165757116750063,139.0
2024-03,0.03199060776096313,1.1460340648839236,0.1160515299200103,1.1684702468994943,175.0
2024-04,-0.20723260593991474,0.9411940349122495,0.10894016417162894,1.0604956683366336,77.0
2024-05,0.15554722423739104,1.1317284565779522,-0.059817053919788,0.7985516701151585,97.0
2024-06,-0.191703743058998,1.065344045298833,0.06595770414229979,0.9998576046598203,86.0
2024-07,0.12452413570194087,0.9084389760174192,0.1785680566129422,1.2215039741050315,67.0
2024-08,0.025739603149267664,0.9991850983219613,0.044536293771791996,1.160545306067275,83.0
2024-09,0.27030782079255933,1.051246797651139,0.3262920957614034,1.4408203939314608,105.0
2024-10,0.30790284941725177,1.2240705556750664,0.041548297181337665,0.9914380509675815,88.0
2024-11,0.1219527584177397,1.135419165407875,-0.018588439573987543,0.8830424477932203,110.0
2024-12,0.10752951417770606,0.9533885262364103,0.01183301692227194,0.997356368249532,125.0
2024-13,0.5550096121752472,1.0395885219669971,0.11766262014126468,0.9744829373998567,62.0
2024-14,0.28894278331164336,0.9862604011297821,0.037091841557740805,1.0114244873726945,119.0
2024-15,0.09632776720139878,1.0262653985978467,-0.008113406598953217,0.9266667053839559,110.0
2024-16,-0.024049120984083554,1.047904720334016,-0.14004650072472294,0.7926235113829565,172.0
2024-17,-0.07274508406227395,1.0974356575992406,0.0853740073925932,1.0648712862469571,117.0
2024-18,-0.02542840127116659,0.9320210077074672,0.01101104998093085,0.9227238942407147,117.0
2024-19,0.07821516240678009,1.1542234506055724,0.18909383243672895,1.2569908555070461,64.0
2024-20,-0.23977164702123865,0.8978549192046545,-0.04126320919523203,1.0337939262194384,148.0
2024-21,-0.18183042405989477,1.010592882857288,-0.01849511877582751,1.0483950687513375,173.0
2024-22,-0.10360788316691943,1.1143835532881035,-0.047314380475786094,0.891218383796044,107.0
2024-23,-0.1534115468839543,1.019218197670608,-0.027797812174665603,1.0462773673511334,186.0
2024-24,-0.11872242271417623,1.1416695013667988,0.06923874048310809,0.9421822808274795,88.0
2024-25,0.19399809284718061,1.016881478455329,-0.13245246428587304,0.8178782977924058,118.0
2024-26,-0.2272933001345874,0.9398220085229558,0.04111957237223211,0.9712145900980523,115.0
2024-27,-0.06454447031375952,1.165468902895273,0.17949832158851273,1.2386938462064352,96.0
2024-28,0.05198006739633748,0.9832593659011198,0.006207946430534239,0.9866071441408467,171.0
2024-29,0.0015882618796066402,0.9575047475280909,0.22003995385366829,1.1774630012196883,137.0
2024-30,-0.17029641443667118,1.0655189917868968,0.01367913855452089,0.9676865376013758,125.0
2024-31,-0.05234205514400677,1.1558667237132862,0.0025667425152865416,0.9282743408794684,142.0
2024-32,0.04168565476222504,0.9150546582528603,0.22172169101554773,1.25839292918404,120.0
2024-33,0.027889039448121055,1.049411233833136,0.11471220507029598,1.0605027811535082,152.0
2024-34,-0.05650295419220997,1.2153550821127719,0.05155561282275809,0.9439355414045276,110.0
2024-35,-0.10559462529011218,1.1345582717074396,0.021408441018758724,0.8600849324277535,117.0
2024-36,0.09795016762250576,1.0895975842143102,-0.018477302737375363,0.898705635228565,129.0
2024-37,-0.20937103884736957,0.8561356629457727,0.12307376881873448,1.162562643317629,137.0
2024-38,0.14089806113017764,1.1756221316903928,0.031115693411659585,1.1460079299571884,177.0
2024-39,0.0050909589030784085,0.9723204283749655,-0.10575646794090109,0.9495273743870465,168.0
2024-40,0.09612226390059207,1.0184260987220983,0.2697649374623502,1.1837517915444706,157.0
2024-41,0.014293604904712362,0.9968080470228555,0.19407411334854152,1.1054504669249143,111.0
2024-42,0.21419703819911118,1.1036760617893753,-0.17422644897456355,0.7786789625398856,116.0
2024-43,-0.10649648050401084,0.9100398703443924,0.11137400632868555,1.0155280199255845,115.0
2024-44,0.036724988324048996,1.0751260744789384,8.29913440040392e-05,0.9083954180979402,111.0
2024-45,0.039501974269907834,0.9525620265356702,-0.0022224975682935614,0.8936365849534895,85.0
2024-46,0.05824790665433667,1.0536055796161319,0.00044484120869139193,0.9487135296820908,80.0
2024-47,-0.0663131461186339,1.0636320535667576,-0.06642566106746867,1.0925403241458713,170.0
2024-48,-0.11273221059291016,0.9359528189649785,-0.0683730913415776,0.9317645958311812,108.0
2024-49,-0.24596413692995853,0.9649782404631521,-0.052060080250988613,0.8726934918088344,110.0
2024-50,0.05251736698136998,0.9658304519660215,-0.09129072902039376,0.9473340120046613,128.0
2024-51,-0.12648514061265226,0.8420663776062316,0.03607999770379142,1.0708559918408855,82.0
2024-52,-0.10545875865696977,0.8778814891577612,-0.11451622766217552,0.9811707196791133,60.0
2024-53,-0.2058392703313395,0.9005039974326405,0.1739740454649154,1.3568728345352443,14.0
2025-00,-0.16151171749389742,0.8615384059713801,-0.21827435536272818,0.7361316010861172,83.0
